"molecular.formula","mz","DBE","HC","OC","NC","C","H","N","O","S","Class","AI","AImod","NOSC","DBE_O","GFE","Compound.category","fl.categories","categories","aliphatic","low.O.unsaturated","high.O.unsaturated","polyphenols","condensed.aromatics","fl_condensed.aromatics","fl_polyphenolic","fl_highly.unsat.phenolic","fl_aliphatic","fl_peptide","fl_sugar","cluster","order"
"C28H26O24N0S0",745.074125,16,0.928571428571,0.857142857143,0,28,26,0,24,0,"CHO",0,0.25,0.785714285714286,-8,37.9071428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13763
"C28H26O9N0S0",505.150406,16,0.928571428571,0.321428571429,0,28,26,0,9,0,"CHO",0.368421052631579,0.48936170212766,-0.285714285714286,7,68.4428571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8179
"C28H27O12N1S0",568.146049,16,0.964285714286,0.428571428571,0.0357142857142857,28,27,1,12,0,"CHON",0.2,0.428571428571429,0,4,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8282
"C28H27O13N1S0",584.140963,16,0.964285714286,0.464285714286,0.0357142857142857,28,27,1,13,0,"CHON",0.142857142857143,0.414634146341463,0.0714285714285716,3,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8189
"C28H27O14N1S0",600.135878,16,0.964285714286,0.5,0.0357142857142857,28,27,1,14,0,"CHON",0.0769230769230769,0.4,0.142857142857143,2,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8291
"C28H27O15N1S0",616.130793,16,0.964285714286,0.535714285714,0.0357142857142857,28,27,1,15,0,"CHON",0,0.384615384615385,0.214285714285714,1,54.1928571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8380
"C28H27O16N1S0",632.125707,16,0.964285714286,0.571428571429,0.0357142857142857,28,27,1,16,0,"CHON",0,0.368421052631579,0.285714285714286,0,52.1571428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8452
"C28H27O17N1S0",648.120622,16,0.964285714286,0.607142857143,0.0357142857142857,28,27,1,17,0,"CHON",0,0.351351351351351,0.357142857142857,-1,50.1214285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",13766
"C28H27O18N1S0",664.115536,16,0.964285714286,0.642857142857,0.0357142857142857,28,27,1,18,0,"CHON",0,0.333333333333333,0.428571428571428,-2,48.0857142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13815
"C28H27O19N1S0",680.110451,16,0.964285714286,0.678571428571,0.0357142857142857,28,27,1,19,0,"CHON",0,0.314285714285714,0.5,-3,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8388
"C28H28O10N0S0",523.160971,15,1,0.357142857143,0,28,28,0,10,0,"CHO",0.277777777777778,0.434782608695652,-0.285714285714286,5,68.4428571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8460
"C28H28O11N0S0",539.155885,15,1,0.392857142857,0,28,28,0,11,0,"CHO",0.235294117647059,0.422222222222222,-0.214285714285714,4,66.4071428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8414
"C28H28O12N0S0",555.1508,15,1,0.428571428571,0,28,28,0,12,0,"CHO",0.1875,0.409090909090909,-0.142857142857143,3,64.3714285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8483
"C28H28O13N0S0",571.145714,15,1,0.464285714286,0,28,28,0,13,0,"CHO",0.133333333333333,0.395348837209302,-0.0714285714285712,2,62.3357142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8415
"C28H28O14N0S0",587.140629,15,1,0.5,0,28,28,0,14,0,"CHO",0.0714285714285714,0.380952380952381,0,1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8484
"C28H28O15N0S0",603.135544,15,1,0.535714285714,0,28,28,0,15,0,"CHO",0,0.365853658536585,0.0714285714285716,0,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8222
"C28H28O16N0S0",619.130458,15,1,0.571428571429,0,28,28,0,16,0,"CHO",0,0.35,0.142857142857143,-1,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8322
"C28H28O17N0S0",635.125373,15,1,0.607142857143,0,28,28,0,17,0,"CHO",0,0.333333333333333,0.214285714285714,-2,54.1928571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8223
"C28H28O18N0S0",651.120288,15,1,0.642857142857,0,28,28,0,18,0,"CHO",0,0.315789473684211,0.285714285714286,-3,52.1571428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8323
"C28H28O19N0S0",667.115202,15,1,0.678571428571,0,28,28,0,19,0,"CHO",0,0.297297297297297,0.357142857142857,-4,50.1214285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8232
"C28H28O20N0S0",683.110117,15,1,0.714285714286,0,28,28,0,20,0,"CHO",0,0.277777777777778,0.428571428571428,-5,48.0857142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8332
"C28H28O21N0S0",699.105031,15,1,0.75,0,28,28,0,21,0,"CHO",0,0.257142857142857,0.5,-6,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8233
"C28H28O22N0S0",715.099946,15,1,0.785714285714,0,28,28,0,22,0,"CHO",0,0.235294117647059,0.571428571428572,-7,44.0142857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8333
"C28H28O23N0S0",731.094861,15,1,0.821428571429,0,28,28,0,23,0,"CHO",0,0.212121212121212,0.642857142857143,-8,41.9785714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8396
"C28H28O24N0S0",747.089775,15,1,0.857142857143,0,28,28,0,24,0,"CHO",0,0.1875,0.714285714285714,-9,39.9428571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8467
"C28H28O9N0S0",507.166056,15,1,0.321428571429,0,28,28,0,9,0,"CHO",0.315789473684211,0.446808510638298,-0.357142857142857,6,70.4785714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8397
"C28H29O12N1S0",570.161699,15,1.03571428571,0.428571428571,0.0357142857142857,28,29,1,12,0,"CHON",0.133333333333333,0.380952380952381,-0.0714285714285712,3,62.3357142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8468
"C28H29O13N1S0",586.156613,15,1.03571428571,0.464285714286,0.0357142857142857,28,29,1,13,0,"CHON",0.0714285714285714,0.365853658536585,0,2,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8405
"C28H29O14N1S0",602.151528,15,1.03571428571,0.5,0.0357142857142857,28,29,1,14,0,"CHON",0,0.35,0.0714285714285716,1,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8475
"C28H29O15N1S0",618.146443,15,1.03571428571,0.535714285714,0.0357142857142857,28,29,1,15,0,"CHON",0,0.333333333333333,0.142857142857143,0,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8406
"C28H29O16N1S0",634.141357,15,1.03571428571,0.571428571429,0.0357142857142857,28,29,1,16,0,"CHON",0,0.315789473684211,0.214285714285714,-1,54.1928571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8476
"C28H29O17N1S0",650.136272,15,1.03571428571,0.607142857143,0.0357142857142857,28,29,1,17,0,"CHON",0,0.297297297297297,0.285714285714286,-2,52.1571428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8200
"C28H29O18N1S0",666.131187,15,1.03571428571,0.642857142857,0.0357142857142857,28,29,1,18,0,"CHON",0,0.277777777777778,0.357142857142857,-3,50.1214285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8301
"C28H29O19N1S0",682.126101,15,1.03571428571,0.678571428571,0.0357142857142857,28,29,1,19,0,"CHON",0,0.257142857142857,0.428571428571428,-4,48.0857142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8201
"C28H30O10N0S0",525.176621,14,1.07142857143,0.357142857143,0,28,30,0,10,0,"CHO",0.222222222222222,0.391304347826087,-0.357142857142857,4,70.4785714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8302
"C28H30O11N0S0",541.171535,14,1.07142857143,0.392857142857,0,28,30,0,11,0,"CHO",0.176470588235294,0.377777777777778,-0.285714285714286,3,68.4428571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8211
"C28H30O12N0S0",557.16645,14,1.07142857143,0.428571428571,0,28,30,0,12,0,"CHO",0.125,0.363636363636364,-0.214285714285714,2,66.4071428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8311
"C28H30O13N0S0",573.161364,14,1.07142857143,0.464285714286,0,28,30,0,13,0,"CHO",0.0666666666666667,0.348837209302326,-0.142857142857143,1,64.3714285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",8212
"C28H30O14N0S0",589.156279,14,1.07142857143,0.5,0,28,30,0,14,0,"CHO",0,0.333333333333333,-0.0714285714285712,0,62.3357142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8312
"C28H30O15N0S0",605.151194,14,1.07142857143,0.535714285714,0,28,30,0,15,0,"CHO",0,0.317073170731707,0,-1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13772
"C28H30O16N0S0",621.146108,14,1.07142857143,0.571428571429,0,28,30,0,16,0,"CHO",0,0.3,0.0714285714285716,-2,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13821
"C28H30O17N0S0",637.141023,14,1.07142857143,0.607142857143,0,28,30,0,17,0,"CHO",0,0.282051282051282,0.142857142857143,-3,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13776
"C28H30O18N0S0",653.135938,14,1.07142857143,0.642857142857,0,28,30,0,18,0,"CHO",0,0.263157894736842,0.214285714285714,-4,54.1928571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13825
"C28H30O19N0S0",669.130852,14,1.07142857143,0.678571428571,0,28,30,0,19,0,"CHO",0,0.243243243243243,0.285714285714286,-5,52.1571428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13682
"C28H30O20N0S0",685.125767,14,1.07142857143,0.714285714286,0,28,30,0,20,0,"CHO",0,0.222222222222222,0.357142857142857,-6,50.1214285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13723
"C28H30O21N0S0",701.120681,14,1.07142857143,0.75,0,28,30,0,21,0,"CHO",0,0.2,0.428571428571428,-7,48.0857142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13686
"C28H30O22N0S0",717.115596,14,1.07142857143,0.785714285714,0,28,30,0,22,0,"CHO",0,0.176470588235294,0.5,-8,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13726
"C28H30O23N0S0",733.110511,14,1.07142857143,0.821428571429,0,28,30,0,23,0,"CHO",0,0.151515151515152,0.571428571428572,-9,44.0142857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8402
"C28H30O8N0S0",493.186791,14,1.07142857143,0.285714285714,0,28,30,0,8,0,"CHO",0.3,0.416666666666667,-0.5,6,74.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8473
"C28H30O9N0S0",509.181706,14,1.07142857143,0.321428571429,0,28,30,0,9,0,"CHO",0.263157894736842,0.404255319148936,-0.428571428571429,5,72.5142857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13771
"C28H31O11N1S0",556.182434,14,1.10714285714,0.392857142857,0.0357142857142857,28,31,1,11,0,"CHON",0.125,0.348837209302326,-0.214285714285714,3,66.4071428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13820
"C28H31O12N1S0",572.177349,14,1.10714285714,0.428571428571,0.0357142857142857,28,31,1,12,0,"CHON",0.0666666666666667,0.333333333333333,-0.142857142857143,2,64.3714285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13774
"C28H31O13N1S0",588.172264,14,1.10714285714,0.464285714286,0.0357142857142857,28,31,1,13,0,"CHON",0,0.317073170731707,-0.0714285714285712,1,62.3357142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"3",13823
"C28H31O14N1S0",604.167178,14,1.10714285714,0.5,0.0357142857142857,28,31,1,14,0,"CHON",0,0.3,0,0,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",13775
"C28H31O15N1S0",620.162093,14,1.10714285714,0.535714285714,0.0357142857142857,28,31,1,15,0,"CHON",0,0.282051282051282,0.0714285714285716,-1,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",13824
"C28H31O16N1S0",636.157007,14,1.10714285714,0.571428571429,0.0357142857142857,28,31,1,16,0,"CHON",0,0.263157894736842,0.142857142857143,-2,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8206
"C28H31O17N1S0",652.151922,14,1.10714285714,0.607142857143,0.0357142857142857,28,31,1,17,0,"CHON",0,0.243243243243243,0.214285714285714,-3,54.1928571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",8307
"C28H31O18N1S0",668.146837,14,1.10714285714,0.642857142857,0.0357142857142857,28,31,1,18,0,"CHON",0,0.222222222222222,0.285714285714286,-4,52.1571428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8207
"C28H32O10N0S0",527.192271,13,1.14285714286,0.357142857143,0,28,32,0,10,0,"CHO",0.166666666666667,0.347826086956522,-0.428571428571429,3,72.5142857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8308
"C28H32O11N0S0",543.187185,13,1.14285714286,0.392857142857,0,28,32,0,11,0,"CHO",0.117647058823529,0.333333333333333,-0.357142857142857,2,70.4785714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8217
"C28H32O12N0S0",559.1821,13,1.14285714286,0.428571428571,0,28,32,0,12,0,"CHO",0.0625,0.318181818181818,-0.285714285714286,1,68.4428571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8317
"C28H32O13N0S0",575.177015,13,1.14285714286,0.464285714286,0,28,32,0,13,0,"CHO",0,0.302325581395349,-0.214285714285714,0,66.4071428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",13685
"C28H32O14N0S0",591.171929,13,1.14285714286,0.5,0,28,32,0,14,0,"CHO",0,0.285714285714286,-0.142857142857143,-1,64.3714285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",13725
"C28H32O15N0S0",607.166844,13,1.14285714286,0.535714285714,0,28,32,0,15,0,"CHO",0,0.268292682926829,-0.0714285714285712,-2,62.3357142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8418
"C28H32O16N0S0",623.161758,13,1.14285714286,0.571428571429,0,28,32,0,16,0,"CHO",0,0.25,0,-3,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",8487
"C28H32O17N0S0",639.156673,13,1.14285714286,0.607142857143,0,28,32,0,17,0,"CHO",0,0.230769230769231,0.0714285714285716,-4,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13778
"C28H32O18N0S0",655.151588,13,1.14285714286,0.642857142857,0,28,32,0,18,0,"CHO",0,0.210526315789474,0.142857142857143,-5,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13827
"C28H32O19N0S0",671.146502,13,1.14285714286,0.678571428571,0,28,32,0,19,0,"CHO",0,0.189189189189189,0.214285714285714,-6,54.1928571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13784
"C28H32O20N0S0",687.141417,13,1.14285714286,0.714285714286,0,28,32,0,20,0,"CHO",0,0.166666666666667,0.285714285714286,-7,52.1571428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13833
"C28H32O21N0S0",703.136332,13,1.14285714286,0.75,0,28,32,0,21,0,"CHO",0,0.142857142857143,0.357142857142857,-8,50.1214285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13838
"C28H32O22N0S0",719.131246,13,1.14285714286,0.785714285714,0,28,32,0,22,0,"CHO",0,0.117647058823529,0.428571428571428,-9,48.0857142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13783
"C28H32O23N0S0",735.126161,13,1.14285714286,0.821428571429,0,28,32,0,23,0,"CHO",0,0.0909090909090909,0.5,-10,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13832
"C28H32O7N0S0",479.207527,13,1.14285714286,0.25,0,28,32,0,7,0,"CHO",0.285714285714286,0.387755102040816,-0.642857142857143,6,78.6214285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13691
"C28H32O8N0S0",495.202441,13,1.14285714286,0.285714285714,0,28,32,0,8,0,"CHO",0.25,0.375,-0.571428571428571,5,76.5857142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13728
"C28H32O9N0S0",511.197356,13,1.14285714286,0.321428571429,0,28,32,0,9,0,"CHO",0.210526315789474,0.361702127659574,-0.5,4,74.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13731
"C28H33O11N1S0",558.198084,13,1.17857142857,0.392857142857,0.0357142857142857,28,33,1,11,0,"CHON",0.0625,0.302325581395349,-0.285714285714286,2,68.4428571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13690
"C28H33O12N1S0",574.192999,13,1.17857142857,0.428571428571,0.0357142857142857,28,33,1,12,0,"CHON",0,0.285714285714286,-0.214285714285714,1,66.4071428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",13727
"C28H33O13N1S0",590.187914,13,1.17857142857,0.464285714286,0.0357142857142857,28,33,1,13,0,"CHON",0,0.268292682926829,-0.142857142857143,0,64.3714285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"3",13779
"C28H33O14N1S0",606.182828,13,1.17857142857,0.5,0.0357142857142857,28,33,1,14,0,"CHON",0,0.25,-0.0714285714285712,-1,62.3357142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",13828
"C28H33O15N1S0",622.177743,13,1.17857142857,0.535714285714,0.0357142857142857,28,33,1,15,0,"CHON",0,0.230769230769231,0,-2,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",13834
"C28H33O16N1S0",638.172657,13,1.17857142857,0.571428571429,0.0357142857142857,28,33,1,16,0,"CHON",0,0.210526315789474,0.0714285714285716,-3,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"3",13780
"C28H33O17N1S0",654.167572,13,1.17857142857,0.607142857143,0.0357142857142857,28,33,1,17,0,"CHON",0,0.189189189189189,0.142857142857143,-4,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",13829
"C28H33O18N1S0",670.162487,13,1.17857142857,0.642857142857,0.0357142857142857,28,33,1,18,0,"CHON",0,0.166666666666667,0.214285714285714,-5,54.1928571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",7964
"C28H34O10N0S0",529.207921,12,1.21428571429,0.357142857143,0,28,34,0,10,0,"CHO",0.111111111111111,0.304347826086957,-0.5,2,74.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8096
"C28H34O11N0S0",545.202835,12,1.21428571429,0.392857142857,0,28,34,0,11,0,"CHO",0.0588235294117647,0.288888888888889,-0.428571428571429,1,72.5142857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",7965
"C28H34O12N0S0",561.19775,12,1.21428571429,0.428571428571,0,28,34,0,12,0,"CHO",0,0.272727272727273,-0.357142857142857,0,70.4785714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",8097
"C28H34O13N0S0",577.192665,12,1.21428571429,0.464285714286,0,28,34,0,13,0,"CHO",0,0.255813953488372,-0.285714285714286,-1,68.4428571428572,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",7974
"C28H34O14N0S0",593.187579,12,1.21428571429,0.5,0,28,34,0,14,0,"CHO",0,0.238095238095238,-0.214285714285714,-2,66.4071428571428,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",8108
"C28H34O15N0S0",609.182494,12,1.21428571429,0.535714285714,0,28,34,0,15,0,"CHO",0,0.219512195121951,-0.142857142857143,-3,64.3714285714286,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",7975
"C28H34O16N0S0",625.177408,12,1.21428571429,0.571428571429,0,28,34,0,16,0,"CHO",0,0.2,-0.0714285714285712,-4,62.3357142857143,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",8109
"C28H34O17N0S0",641.172323,12,1.21428571429,0.607142857143,0,28,34,0,17,0,"CHO",0,0.179487179487179,0,-5,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",7655
"C28H34O18N0S0",657.167238,12,1.21428571429,0.642857142857,0,28,34,0,18,0,"CHO",0,0.157894736842105,0.0714285714285716,-6,58.2642857142857,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",7808
"C28H34O19N0S0",673.162152,12,1.21428571429,0.678571428571,0,28,34,0,19,0,"CHO",0,0.135135135135135,0.142857142857143,-7,56.2285714285714,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",7656
